,title,paragraph_num,paragraph_text,actors_in_paragraph,actors_list,2_plus_actors,numb_unique_actors
103628,Rapport Bosbeheer in beeld; Over (Staats)bosbeheer en bossenstrategie,95,"Duurzaam bosbeheer, de taak van Staatsbosbeheer
Staatsbosbeheer beheert ongeveer 270.000 hectare bos­, natuur­ en recreatiegebied.
Van de 363.800 hectare Nederlands bos ligt 94.121 hectare op terreinen van Staatsbosbeheer (Schelhaas, e.a., 2022).
De wettelijke taak van Staatsbosbeheer is het ‘beheren en duurzaam tot maatschappelijk nut brengen van deze gebieden’.4 ‘Duurzaam tot maatschappelijk nut brengen’ betekent er voor zorgen dat toekomstige generaties dezelfde kansen hebben om het bos te gebruiken als de huidige generatie.
Omdat de wijze waarop het bos wordt gebruikt verschilt per bosbeheerder verschilt ook de betekenis van duurzaam bosbeheer.
Staatsbosbeheer onderscheidt bij het gebruik van bossen drie functies die door Staatsbosbeheer zijn vertaald in termen van 3 B’s: ‘beschermen, beleven en benutten’ (Ministerie van LNV, 2019).
Met andere woorden: de taak van Staatsbosbeheer is dat nu en in de verre toekomst in de door hen beheerde bossen flora en fauna floreren, de mensen kunnen recreëren en aanwezige grondstoffen gebruikt kunnen worden.
De 3 functies ‘beschermen, beleven en benutten’ zijn afgeleid van de wettelijke taken van Staatsbosbeheer, het Natuurpact (Ministerie van Economische Zaken en Klimaat & IPO, 2013) en het convenant van 4 december 2014 dat Staatsbosbeheer met de toenmalige staatssecretaris van Economische Zaken (toen de rechtsopvolger van LNV) heeft gesloten.
De 3 functies – beschermen, beleven en benutten
– komen overeen met de duurzaamheidspijlers in de nieuwe EU-bossenstrategie voor 2030: ecologisch, sociaal en economisch (European Commission, 2021).
Bosbeheer in beeld","['Schelhaas', 'Bos']","['Schelhaas', 'Bos']",True,2
103830,Rapport Bosbeheer in beeld; Over (Staats)bosbeheer en bossenstrategie,297,"het bos belangrijk.
Verjonging kan daarom niet los worden gezien van houtoogst;
gebrekkige verjonging zal uiteindelijk zorgen voor minder houtoogst in de toekomst.
Verjonging kan door het aanplanten van jonge bomen in nieuw bos of door verjonging van bestaand bos.
Bij verjonging van bestaand bos kan sprake zijn van natuurlijke verjonging of het aanplanten van nieuwe bomen.
Natuurlijke verjonging is goedkoop maar het aanplanten van nieuw bos kan soms nodig zijn als de natuurlijke verjonging niet de gewenste boomsoort oplevert.
Al in 2012 werd geconcludeerd dat er in het Nederlandse bos weinig verjonging is (Schoonderwoerd, 2012).
De verjonging van bestaande bossen is beperkt (Oldenkamp, 2022).
De snelheid waarmee nieuw bos aangeplant wordt, ligt op het laagste punt in de afgelopen 50 jaar.
Ook de verjonging van bestaande bossen is beperkt.
De beperkte verjonging van het bos heeft diverse oorzaken.
Eén hiervan is te weinig verjongingskap.
De reguliere verjongingskap is op dit moment minder dan 0,2% van het areaal.
Dit is laag ten opzichte van het referentiegetal: 1,0% van het areaal dat bosbeheertechnisch gezien gekapt zou moeten worden.
Het achterwege blijven van verjongingskap (en dunnen) komt ook doordat de afgelopen jaren de nietbosbeheertechnische argumenten een zwaardere rol zijn gaan spelen bij de afweging om bomen te kappen.
De (kritische) publieke opinie over bomenkap is hiervoor al besproken.
Een andere reden van de beperkte verjonging van het bos zijn de hoge kosten van verjonging in verhouding tot de overige beheerkosten.
Het kost bijvoorbeeld veel tijd en geld om jonge aanplant te begeleiden naar een meer volwassen fase van een boom.
De verjonging wordt ook beperkt door de hoge graasdruk, vooral van reeën, edelherten en wilde zwijnen;
die eten graag de jonge aanplant.
Het beschermen van de jonge aanplant tegen het wild in het bos vereist relatief dure maatregelen, zoals het plaatsen van een raster.
Bosbeheer in beeld","['Schoonderwoerd', 'Oldenkamp', 'Bos']","['Schoonderwoerd', 'Oldenkamp', 'Bos']",True,3
104050,Rapport Bosbeheer in beeld; Over (Staats)bosbeheer en bossenstrategie,517,"Herman Brink en Harrie Hekhuis, 29 oktober 2021.","['Brink', 'Hekhuis']","['Brink', 'Hekhuis']",True,2
104117,Staatsbosbeheer Midden Delfland Achter de schermen 2022,1,"Het ging beslist niet van een leien dakje, de planvorming rond speelnatuur in het Abtswoudse bos.
Nu er groen licht is voor het ontwerp, blikken we terug op het proces en benoemen we de lessen die we hebben getrokken.
Net als andere gebieden in Coöperatief Beheer groengebieden Midden-Delfland (CBG) kreeg ook het Abtswoudse bos een flinke opknapbeurt.
In lijn met de visie van Staatsbosbeheer en CBG op beleefbare natuur en beweegvriendelijke omgeving was er een speelplek voor kinderen gepland.
Juist daar begon het te knellen voor omwonenden uit de Delftse wijk Tanthof.
“Het natuurgebied grenst direct aan deze wijk en wordt door bewoners vooral gebruikt voor ommetjes en om de hond uit te laten,” vertelt John Verheusen, landschapsontwerper bij Staatsbosbeheer.
”Het beheerteam had een voorstel voor een speelbos gepresenteerd vanuit het idee:
een natuurspeelplaats voor de buurtkinderen, dat wil toch iedereen?
’ maar het plan ging al gauw een eigen leven leiden.
Omwonenden voorzagen één grote speeltuin met flinke parkeerdrukte, overlast van kinderen, hangjongeren en zwervers.
En dat in hun rustige ‘achtertuin’.
De hakken gingen stevig in het zand.","['John', 'Verheusen']","['John', 'Verheusen']",True,2
104133,Staatsbosbeheer Midden Delfland Achter de schermen 2022,17,"Door voor een ander doeltype te kiezen, is ook het beheer veranderd.
Natuurlijker, met meer oog voor biodiversiteit.
Minder maaien, meer biodiversiteit en samenwerken met gebiedspartners.
Dat was kortgezegd de uitkomst van de inventarisatieronde die Staatsbosbeheer afgelopen 2,5 jaar deed bij de gemeenten van Coöperatief Groenbeheer MiddenDelfland (CBG): Vlaardingen, Delft, Schiedam, Midden-Delfland, Maassluis en Westland.
“In de CBG-gebieden ligt de recreatiedruk behoorlijk hoog,” licht Laurens Bonekamp, teamleider Staatsbosbeheer Midden-Delfland, toe.
“Geen wonder dus dat het beheer vooral op recreatie gericht was.
Tegelijkertijd constateerden we dat het gebruik van bijvoorbeeld speelen ligweides verandert en dat bood kansen om via simpele aanpassingen in het beheer, meer ruimte te geven aan biodiversiteit.
Zonder de recreatieve functie uit het oog te verliezen overigens;
op veel plekken kunnen we die zelfs versterken.
” Ecologisch maaibeleid “Kruidenen bloemrijke bermen en graslanden, en meer variatie in hoogte en soorten begroeiing.
Dat trekt insecten, vogels en kleine zoogdieren”, vat Laurens het ecologisch beheer samen.
“Het maaibeleid hebben we daarvoor aangepast.
Door op sommige plekken minder vaak te maaien en het maaisel ook af te voeren, ontwikkelt zich een grotere variatie aan planten.
De focus ligt de komende jaren op bloeiende kruiden.","['Laurens', 'Bonekamp', 'Laurens']","['Laurens', 'Bonekamp', 'Laurens']",True,2
104458,Gewasbeschermingsbeleid,9,"De vaste commissie voor Landbouw, Natuur en Voedselkwaliteit, de vaste commissie voor Binnenlandse Zaken en de vaste commissie voor Infrastructuur en Waterstaat hebben op 8 juni 2022 overleg gevoerd met mevrouw Heijnen, staatssecretaris van Infrastructuur en Waterstaat, en de heer Staghouwer, minister van Landbouw, Natuur en Voedselkwaliteit, over:
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 30 oktober 2020 inzake toezeggingen op het terrein van gewasbescherming (Kamerstuk 27 858, nr. 523);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 19 november 2020 inzake bevindingen over het juridisch advies getiteld ""Regulering glyfosaathoudende middelen"" (Kamerstuk 27 858, nr. 525);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 16 april 2021 inzake toezegging en motie over het gebruik van glyfosaathoudende middelen op gronden van het Rijksvastgoedbedrijf (Kamerstuk 27 858, nr. 536);
- de brief van de staatssecretaris van Binnenlandse Zaken en Koninkrijksrelaties d.d. 25 mei 2021 inzake reactie op de motie van het lid Bromet c.s. over het gebruik van glyfosaat stoppen op rijksgronden die in eigen beheer zijn (Kamerstuk 27 858, nr. 550);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 15 oktober 2021 inzake Uitvoeringsprogramma Toekomstvisie gewasbescherming 2030 (Kamerstuk 27 858, nr. 554);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 18 november 2021 inzake verkenning RIVM naar verbetermogelijkheden van de datavereisten in relatie tot neurodegeneratieve ziekten (Kamerstuk 27 858, nr. 555);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 22 november 2021 inzake reactie op moties en toezeggingen op het gebied van gewasbescherming (Kamerstuk 27 858, nr. 556);
- de brief van de staatssecretaris van Infrastructuur en Waterstaat d.d. 2 december 2021 inzake azolenresistente schimmels in houten groenafval en in het loof van aardappelen, uien en aardbeien (Kamerstuk 27 858, nr. 559);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 16 mei 2022 inzake voorstel van de Europese Commissie over te hanteren beschermdoelen voor hommels en solitaire bijen binnen het bijenrichtsnoer (Kamerstuk 27 858, nr. 567);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 25 mei 2022 inzake eindrapport van de evaluatie van Stichting Bureau Erkenningen (Kamerstuk 25 268, nr. 207);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 25 mei 2022 inzake moties en toezeggingen op het gebied van gewasbescherming (Kamerstuk 27 858, nr. 569);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 1 juni 2022 inzake reactie op verzoek commissie over een afschrift van de brief aan Meten = Weten met betrekking tot openbaarmaking registratie van pesticiden (Kamerstuk 27 858, nr. 571);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 1 juni 2022 inzake reactie op verzoek commissie over een afschrift van het antwoord aan PAN-Nederland over een aantal onderwerpen op het gebied van gewasbescherming (Kamerstuk 27 858, nr. 570);
- de brief van de minister van Landbouw, Natuur en Voedselkwaliteit d.d. 8 juni 2022 inzake beantwoording vragen commissie over moties en toezeggingen op het gebied van gewasbescherming (Kamerstuk 27858, nr. 569) (Kamerstuk 27 858, nr. 572).
Van dit overleg brengen de commissies bijgaand geredigeerd woordelijk verslag uit.
De voorzitter van de vaste commissie voor Landbouw, Natuur en Voedselkwaliteit, Geurts
De voorzitter van de vaste commissie voor Binnenlandse Zaken, Hagen
De voorzitter van de vaste commissie voor Infrastructuur en Waterstaat, Tjeerd de Groot
De griffier van de vaste commissie voor Landbouw, Natuur en Voedselkwaliteit, Jansma","['Heijnen', 'Staghouwer', 'Bromet', 'Geurts', 'de Groot', 'Jansma']","['Heijnen', 'Staghouwer', 'Bromet', 'Geurts', 'de Groot', 'Jansma']",True,6
104459,Gewasbeschermingsbeleid,10,"Voorzitter: Geurts
Griffier: Meijer","['Geurts', 'Meijer']","['Geurts', 'Meijer']",True,2
104460,Gewasbeschermingsbeleid,11,"Aanwezig zijn tien leden der Kamer, te weten:
Beckerman, Bisschop, Bromet, Van Campen, Geurts, Grinwis, Tjeerd de Groot, Van der Plas, Thijssen en Vestering, en mevrouw Heijnen, staatssecretaris van Infrastructuur en Waterstaat, en de heer Staghouwer, minister van Landbouw, Natuur en Voedselkwaliteit.","['Beckerman', 'Bisschop', 'Bromet', 'Van Campen', 'Geurts', 'Grinwis', 'de Groot', 'Thijssen', 'Vestering', 'Heijnen', 'Staghouwer']","['Beckerman', 'Bisschop', 'Bromet', 'Van Campen', 'Geurts', 'Grinwis', 'de Groot', 'Thijssen', 'Vestering', 'Heijnen', 'Staghouwer']",True,11
104771,Gewasbeschermingsbeleid,322,"Mede namens mijn horloge kan ik mevrouw Vestering aangeven dat we vanochtend in het landbouwraaddebat kort met elkaar hebben gewisseld over de brieven die vanuit de beide bewindspersonen de komende tijd worden verwacht, vrijdag.
Dat is die over de gebiedsgerichte aanpak van de minister voor Natuur en Stikstof in het kader van de stikstofcrisis aan de ene kant.
Maar daar hoort ook de ""perspectief voor de landbouw""-brief bij.
Ik verwacht echt -dit is eigenlijk ook nog een reactie op mevrouw Bromet over ""het opschrijven in een coalitieakkoord, maar dan …"" -dat er in die brief voorstellen worden gedaan voor welke acties het kabinet gaat ondernemen om toe te werken naar de geïntegreerde gewasbescherming.
Dat hoort namelijk bij perspectief voor de landbouwsector.","['Vestering', 'Bromet']","['Vestering', 'Bromet']",True,2
104881,Gewasbeschermingsbeleid,432,"De voorzitter:
Een interruptie van de heer De Groot.
De heer Tjeerd de Groot (D66):","['Groot', 'de Groot']","['Groot', 'de Groot']",True,2
104897,Gewasbeschermingsbeleid,448,"De voorzitter: Vervolgvraag, meneer De Groot.
De heer Tjeerd de Groot (D66):","['Groot', 'de Groot']","['Groot', 'de Groot']",True,2
104978,Gewasbeschermingsbeleid,529,"De eerste is van meneer De Groot, ook naar aanleiding van het commissiedebat Water, over de stikstofcrisis 2.0 die eraan komt.
Het terugdringen van normoverschrijdingen wordt via verschillende sporen van het uitvoeringsprogramma Toekomstvisie gewasbescherming 2030 gerealiseerd.
Bij behoefte aan een verbod is de vraag of dit landelijk met een algemene maatregel van bestuur gerealiseerd moet worden of via voorschriften van het lokaal bestuur onder de Omgevingswet.
Er is hoe dan ook overleg met regionale partijen voor nodig.
Mijn collega's, de ministers van LNV en IenW, zullen daar gedetailleerder op ingaan als antwoord op onlangs door uw Kamer gestelde schriftelijk vragen daaromtrent.
Dan had mevrouw Bromet nog een vraag over de manier waarop we in Nederland de belasting van ons water met gewasbeschermingsmiddelen monitoren.
Dat is dus eigenlijk ook een vraag voor ""mijn"" minister.
De waterschappen en Rijkswaterstaat monitoren gewasbeschermingsmiddelen intensief in het oppervlaktewater.","['Groot', 'Bromet']","['Groot', 'Bromet']",True,2
105003,Gewasbeschermingsbeleid,554,"gewasbescherming.
Dat is een onderwerp waar van alle kanten veel zorgen over zijn.
Dat heeft uw Kamer ook helder gemaakt.
In de samenleving zijn er zorgen over de effecten op de gezondheid.
Uw Kamer heeft ook haar zorgen daarover uitgesproken.
De zorgen gaan ook over de natuur en het milieu.
De telers maken zich zorgen over de gereedschapskist om de gewassen gezond te houden, die steeds leger dreigt te worden.
Daarover werd ook door uw Kamer gesproken.
Ook ik heb mij in de voorbereiding op dit debat breed laten informeren.
Ik ben bij het Ctgb geweest en heb gesprekken gehad met boeren over het gebruik.
Ik ben bij de Boerderij van de Toekomst geweest om te kijken hoe daar wordt voorgesorteerd op de nieuwe toekomst.
Gisterochtend heb ik een uitgebreid gesprek gevoerd met een breed spectrum van maatschappelijke en wetenschappelijke organisaties over het onderwerp gewasbescherming.
Ik heb ook gesprekken gevoerd met de belangengroep Meten=Weten uit Drenthe, die u welbekend is.
Ik heb ook gesproken met het Centrum voor Milieuwetenschappen uit Leiden, met de Universiteit Leiden, met het Louis Bolk Instituut, met de meneer die bij Ahold Delhaize verantwoordelijk is voor de voedselveiligheid en voedselzekerheid, met de Wageningen Universiteit en met het Ctgb.
Het was voor mij ook ongelofelijk nuttig om een gesprek te hebben met neuroloog Bas Bloem en om van hemzelf te horen over zijn zorgen over parkinson in relatie tot gewasbeschermingsmiddelen.
We hebben uitgebreid gesproken over de situatie in Frankrijk en over de opbouw van gewasbeschermingsmiddelen.
Hoe zorgen we ervoor dat we ons kunnen beschermen tegen de effecten van gewasbeschermingsmiddelen?
Het was een fijn gesprek.
Ik wilde al die mensen graag spreken, want, zoals ik al eerder heb aangekondigd, heb ik grote ambities op dit dossier.
Ik heb ze van harte uitgenodigd om blijvend in gesprek te zijn met mij.
Ik baseer mij dus niet alleen op het Ctgb of de ESFA.
Ik baseer mij op een brede afspiegeling van de maatschappij, omdat dat mij in mijn rol helpt en mij scherp houdt om keuzes te maken.
Ik heb ze gevraagd om een klankbord te zijn.
Er is de afspraak gemaakt om in de komende periode het gesprek met elkaar te vervolgen.
Zoals ik al aankondigde, heb ik echt stappen te zetten.
Dat gaat alleen niet zo snel als ik zou willen of als uw Kamer van mij vraagt.
We zijn het er, denk ik, wel over eens dat Nederland -ook dat mag best eens een keer gezegd worden -met zijn kennis en kwaliteit, het Ctgb en goede wetenschappelijke onderbouwing, een aanjagende rol kan hebben in Europa als het gaat om de datavereisten voor bijvoorbeeld de neurologische aandoeningen.
Daar zet ik mij voor in.
Natuurlijk zijn wij daarbij ook al stappen aan het zetten, begreep ik van het Ctgb.
Komend najaar organiseert de EFSA een werkconferentie over de mogelijke relatie tussen de specifieke bestrijdingsmiddelen en het ontstaan van de ziekte parkinson.
Daar heb ik gisteren ook uitgebreid met de heer Bloem over gesproken.
We krijgen complimenten voor het organiseren van die werkconferentie, omdat dat uiteindelijk leidt tot veel meer kennis en tot conclusies die nodig zijn om flinke stappen te zetten.
Ook in het coalitieakkoord -de heer Van Campen sprak daarover -zijn afspraken gemaakt over het onderzoek naar de gezondheidseffecten bij omwonenden en agrarische ondernemers.
Ik wil verkennen of het mogelijk is om hier ook de ziekte parkinson en de arbeidsomstandigheden voor de agrarische ondernemers in mee te nemen.
Het is, zoals ik al eerder zei, mijn ambitie om echt stappen voorwaarts te zetten.
Ik kan die ambitie overigens alleen waarmaken als ik voldoende financiële armslag heb.
Ik kom daar straks in de beantwoording van de vragen ook nog even op terug.
De tijd om onze ambities waar te maken begint ook te dringen, want een aantal van u noemde terecht de waterkwaliteit in 2027.
Het is nodig om flinke stappen te zetten.
Ik wil daarbij ook inzetten op het intensiveren van de omslag naar weerbare planten, en uiteraard ook teeltsystemen, het verbinden van landbouw en tuinbouw met natuur, en het terugdringen van emissies naar het milieu tot nagenoeg nul.
Dit doe ik door het stellen van tussendoelen -een aantal van u vroeg daarnaar -en door het stimuleren van innovatie, de precisielandbouw en de groene alternatieven, waar de heer Bisschop naar vroeg, en het loskoppelen van verkoop en advies;
dat was ook een vraag.
We zijn dus druk bezig met acties uit het uitvoeringsprogramma Toekomstvisie gewasbescherming 2030.
En die acties wil ik aanvullen, intensiveren en versnellen.
Ik zal dit uiteraard doen in overleg met diverse organisaties, bijvoorbeeld met LTO, maar ook met natuuren milieuorganisaties en Vewin, de Vereniging van drinkwaterbedrijven in Nederland.
Ik zal daarnaast het Ctgb en de Europese Commissie aanbieden om extra personele capaciteit te financieren voor het sneller beschikbaar krijgen van de laagrisicomiddelen.
Iemand van u sprak over tien jaar.
Dat is uiteraard niet de bedoeling.
Ik zal dan een subsidieregeling openstellen voor het stimuleren van de innovatie en investeringen voor de agrarische ondernemers, voor onder andere precisielandbouw, de waarnemingssystemen en mechanische en fysische bestrijding.
Het thema gewasbescherming, dat natuurlijk al een onderdeel is van het Deltaplan Agrarisch Waterbeheer, zal ik versterken waar ik kan.
Uw Kamer krijgt na het zomerreces een agenda voor het onderzoek naar de gezondheidseffecten voor de omwonenden en agrarische ondernemers.
Ik streef ernaar om voor het einde van dit kalenderjaar een voorstel te hebben van hoe ik invulling kan geven aan -ik zei het u net -het loskoppelen van verkoop en advies.
We willen natuurlijk ook weten of we op koers liggen om die strategische doelen van dat uitvoeringsprogramma te realiseren.
Ook hierin is voorzien, want er komt een monitoringssystematiek.
Hiermee krijgen we jaarlijks inzicht in de voortgang en kunnen we zo nodig tijdig bijsturen.
Ik stuur uw Kamer het eerste monitoringsrapport eind dit jaar.
Ik ben ervan overtuigd dat het uitvoeringsprogramma de weg is om in Nederland de behoefte aan chemische gewasbeschermingsmiddelen drastisch te laten afnemen en het gebruik hier te reduceren.
Dat is mijn stellige voornemen.
Het toelatingsbeleid in de Europese Unie wordt steeds strenger, omdat de beoordelingssystematiek wordt aangepast aan de nieuwe wetenschappelijke inzichten.
Dit leidt tot minder werkzame stoffen en minder gewasbeschermingsmiddelen.
We doen samen ons best om zo spoedig mogelijk alternatieven beschikbaar te krijgen.
Ik zet me daar volop voor in, zowel in Nederland als in Europa.
Helaas kan ik niet beloven dat het altijd lukt, omdat ook anderen hierin een rol vervullen.
We hebben afspraken in Europees verband.
Ook agrarische ondernemers moeten zich kunnen voorbereiden.
Ik respecteer de Europese regels voor het op de markt brengen van gewasbeschermingsmiddelen en vind het belangrijk dat we recht doen aan de wetenschappelijke en onafhankelijke beoordeling van werkzame stoffen en gewasbeschermingsmiddelen.
Daarom wegen de adviezen van het Ctgb en de EFSA heel zwaar voor mij.
Dit betekent niet dat ik stilsta.
Ik zet me ook in voor het continu verbeteren van de manier waarop de EFSA en het Ctgb hun beoordelingen doen, aan de hand van de laatste wetenschappelijke inzichten.
Zij doen dat op basis van de richtsnoeren die in de hele Europese Unie gelden.
Dat doen ze met een doel dat ik zeer ondersteun
-ik ben bijna klaar, hoor, meneer de voorzitter -namelijk dat werkzame stoffen en gewasbeschermingsmiddelen geen onaanvaardbare risico's mogen opleveren voor mens, dier en milieu.
Ik zet me bijvoorbeeld ook in voor het aanpassen van de datavereisten voor micro-organismen en neurologische aandoeningen.
Het is een proces van lange adem, omdat het gaat om het aanpassen van Europese regels.
Dit betekent dat ik af en toe ook wat geduld van de Kamer moet vragen en dat het niet zo snel kan gaan als u graag wilt en als ik graag wil.
Maar mijn ambities zijn helder.","['Bloem', 'Bloem', 'Van Campen', 'Bisschop']","['Bloem', 'Bloem', 'Van Campen', 'Bisschop']",True,3
